case_id,label,requirement,gold_span_count,gold_evidence_excerpt,top_retrieved_chunk_ids,top_retrieved_excerpt,gold_best_rank,failure_family,notes
train::551::nda-13,Entailment,Receiving Party may acquire information similar to Confidential Information from a third party.,2,(c) is disclosed to the Receiving Party or its Representatives by a third party not known by the Receiving Party or its Representatives to be bound by any duty or obligation of confidentiality on a non-confidential basis to the Company with regards to the information or  The Confidential Information,"1,9,10,4,5","1. Confidential Information; Representatives. (a) The Receiving Party has indicated interest in cooperation possibilities, and, in order to assist the Receiving Party in evaluating such cooperation, the Company is prepared to make available to the Receiving Party certain information concerning the b",8,ranking_failure_gold_beyond_top_k,
train::553::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,3,"(v) induce or influence (or attempt to induce or influence) any person or entity who is engaged (as an employee, agent, independent contractor or otherwise) by Heritage, HBC or the Affiliated Companies to terminate his, her or its employment or engagement for the purpose of obtaining employment with","10,13,7,6,12","Each of Heritage, HBC and Shareholder acknowledges that the limitations of time, geography and scope of activity agreed to in Section 3 are reasonable because, among other things: (A) Heritage, HBC and Diablo are engaged in a highly competitive industry and have their operations in the Restricted Te",14,ranking_failure_gold_beyond_top_k,
train::556::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,3,"11. Each party agrees that, for a period of three (3) years following the Effective Date, it will not, directly or indirectly, solicit for employment or employ, nor assist any third party in soliciting for employment or employing, nor recommend to any third party that they solicit for employment or ","6,15,11,7,10","Receiving Party shall bear the burden of showing that any of the foregoing exclusions applies to any information or materials.
 4. Receiving Party shall use all Confidential Information solely for the limited purpose(s) set forth on Attachment A (the “Purpose”) and shall hold in confidence and not d",12,ranking_failure_gold_beyond_top_k,
train::556::nda-8,Entailment,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",2,"3. Confidential Information shall not include information or material that  (vii) is required to be disclosed pursuant to any applicable statute, law, rule or regulation of any governmental authority or pursuant to any order of any court of competent jurisdiction, provided that Receiving Party shall","11,6,7,15,9","8. Receiving Party understands and acknowledges that Disclosing Party claims that such Confidential Information has been developed or obtained by Disclosing Party through the investment of significant time, effort and expense, and that such Confidential Information provides Disclosing Party with a s",8,ranking_failure_gold_beyond_top_k,
train::562::nda-1,Contradiction,All Confidential Information shall be expressly identified by the Disclosing Party.,1,"For the avoidance of doubt, the failure by the disclosing party to include any legend or other marking of the Evaluation Material as confidential or proprietary shall not be dispositive as to whether such information is Evaluation Material, provided that such information should reasonably be deemed ","1,5,4,6,14","As a condition to such information being furnished to each party and its controlled subsidiaries, directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, consultants, bankers and financial advisors) (collectively, “Representatives”), each party agre",6,ranking_failure_gold_beyond_top_k,
train::562::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,5,"In consideration of the Evaluation Material being furnished to you, each party agrees that for a period of one year from the date set forth above, without the other party’s prior written consent, neither party nor its affiliates will solicit, directly or indirectly, to employ any person who is now e","5,4,6,14,1","The receiving party shall safeguard the Confidential Information with at least the same degree of care to avoid unauthorized disclosure and use as Recipient uses to protect its own confidential information, but in no event less than a reasonable standard of care. The receiving party shall provide th",9,ranking_failure_gold_beyond_top_k,
train::562::nda-13,Entailment,Receiving Party may acquire information similar to Confidential Information from a third party.,5,The terms of this letter agreement shall not be construed to limit the receiving party’s right to develop independently or acquire products without use of the Evaluation Material.  The disclosing party acknowledges that receiving party may currently or in the future be developing information interna,"5,4,6,7,15","The receiving party shall safeguard the Confidential Information with at least the same degree of care to avoid unauthorized disclosure and use as Recipient uses to protect its own confidential information, but in no event less than a reasonable standard of care. The receiving party shall provide th",8,ranking_failure_gold_beyond_top_k,
train::566::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,2,"Neither the execution of this Agreement, nor the furnishing of any materials or Confidential Information hereunder, shall be construed as granting or conferring any rights to the other Party, either expressly or by implication, estoppel or otherwise, any license under any trademark, patent, copyrigh","13,4,2,8,9","The Receiving Party acknowledges that neither the Disclosing Party nor its Representatives makes any representation or warranty hereunder as to the accuracy or completeness of any Confidential Information of the Disclosing Party or other information disclosed pursuant to this Agreement, each Party a",9,ranking_failure_gold_beyond_top_k,
train::566::nda-1,Contradiction,All Confidential Information shall be expressly identified by the Disclosing Party.,1,"1.1. “Confidential Information” includes all non-public information, whether written or oral (whatever the form or storage medium), or gathered by inspection, or acquired, directly or indirectly, by one Party or its Representatives from the other Party or its Representatives in connection with a Pos","4,9,13,7,12","2.1. Each Party recognizes and acknowledges the value of the Confidential Information and the damage that could result if the Confidential Information were used or disclosed except as authorized by this Agreement. Except as otherwise required by applicable law or regulatory authority, each Party agr",10,ranking_failure_gold_beyond_top_k,
train::566::nda-4,Contradiction,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,1,"Neither the execution of this Agreement, nor the furnishing of any materials or Confidential Information hereunder, shall be construed as granting or conferring any rights to the other Party, either expressly or by implication, estoppel or otherwise, any license under any trademark, patent, copyrigh","13,6,4,5,2","The Receiving Party acknowledges that neither the Disclosing Party nor its Representatives makes any representation or warranty hereunder as to the accuracy or completeness of any Confidential Information of the Disclosing Party or other information disclosed pursuant to this Agreement, each Party a",9,ranking_failure_gold_beyond_top_k,
train::567::nda-11,Entailment,Receiving Party shall not reverse engineer any objects which embody Disclosing Party's Confidential Information.,1,"Neither party shall reverse engineer, patent around, or directly or indirectly, commercially exploit the Confidential Information of the other party or use same for the benefit of others. ","3,4,8,6,7","The term “Confidential Information” as used herein shall not include information:
(I) which was generally available to or used by others, or the utility or value of such information is already generally known or recognized as a standard practice at the time it was communicated to the Receiving Party",8,ranking_failure_gold_beyond_top_k,
train::567::nda-4,Entailment,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,1,Each party’s right to use the Confidential Information is limited to use for the benefit of the party disclosing the Confidential Information as necessary to carry out the stated purpose of this Agreement.,"3,7,4,8,2","The term “Confidential Information” as used herein shall not include information:
(I) which was generally available to or used by others, or the utility or value of such information is already generally known or recognized as a standard practice at the time it was communicated to the Receiving Party",9,ranking_failure_gold_beyond_top_k,
train::569::nda-5,Entailment,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,3,"The Receiving Party shall, during the term of this Agreement and for a period of five (5) years after the termination of this Agreement, use reasonable care to maintain the confidentiality of Confidential Information and to limit its disclosure to only: (a) those of its directors, officers, employee","1,5,7,2,6","(a) ""Confidential Information"" as used in this Agreement is defined as written or oral information or materials, in whatever form, that (i) is disclosed by one party (the ""Disclosing Party"") to the other party (the ""Receiving Party"") in connection with the Discussions and/or the Negotiations; and (i",6,ranking_failure_gold_beyond_top_k,
train::570::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,2,"(a) No Company Representative with knowledge of the potential business opportunity being explored will, directly or indirectly, recruit or solicit for hire any of the employees of ZipRealty set forth on Exhibit A, or aid anyone else in recruiting or soliciting for hire any of such employees, or indu","4,3,5,9,7","4. Disclosure Required by Law. In the event that the receiving party or any of its Representatives is requested or required by legal process to disclose any of the Confidential Information of the disclosing party, the receiving party will, if legally permissible, give prompt written notice to the di",8,ranking_failure_gold_beyond_top_k,
train::570::nda-5,Entailment,Receiving Party may share some Confidential Information with some of Receiving Party's employees.,1,"Neither party will disclose any Confidential Information of the other party to third parties except those directors, officers, employees, consultants and agents (collectively, “Representatives”) who need to have the information in order to carry out the Permitted Purpose. ","3,4,1,9,5","Each party has had or will have each of its Representatives who has access to Confidential Information of the other party agree to maintain the confidentiality thereof in accordance with the terms of this Agreement. In any event, each party will be liable for any breach of this Agreement by any of i",6,ranking_failure_gold_beyond_top_k,
train::571::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,2,"In addition, all proprietary and intellectual property rights in and to the Evaluation Material shall remain the sole property of Provider, and nothing in this Agreement shall be construed in any way to grant to Recipient or its Representatives or any other Person any express or implied option, lice","6,3,16,8,7","4. Non-Disclosure of Discussions. Subject to Section 5, Recipient agrees that, without the prior written consent of Provider, Recipient will not, and it will cause its Representatives not to, disclose to any other Person (i) that Evaluation Material has been provided to Recipient or Recipient’s Repr",6,ranking_failure_gold_beyond_top_k,
train::571::nda-2,Contradiction,Confidential Information shall only include technical information.,1,"(c) The term “Evaluation Material” means information (whether oral, written, electronic or otherwise) concerning Provider which has been or is furnished to Recipient or its Representatives (as defined below) by or on behalf of Provider in connection with Recipient’s evaluation of a Possible Transact","3,8,6,7,16","The term Evaluation Material does not include information which (i) is or becomes generally available to the public other than as a result of a disclosure by Recipient or any of its Representatives in breach of this Agreement, (ii) was within a Recipient’s possession prior to its being furnished to ",13,ranking_failure_gold_beyond_top_k,
train::571::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"(c) The term “Evaluation Material” means information (whether oral, written, electronic or otherwise) concerning Provider which has been or is furnished to Recipient or its Representatives (as defined below) by or on behalf of Provider in connection with Recipient’s evaluation of a Possible Transact","6,3,7,14,8","4. Non-Disclosure of Discussions. Subject to Section 5, Recipient agrees that, without the prior written consent of Provider, Recipient will not, and it will cause its Representatives not to, disclose to any other Person (i) that Evaluation Material has been provided to Recipient or Recipient’s Repr",7,ranking_failure_gold_beyond_top_k,
train::571::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,4,(iv) any “solicitation” of “proxies” (as such terms are used in the proxy rules of the Securities and Exchange Commission) or consents to vote any voting securities of Provider; Recipient’s Beneficial Ownership of the Provider’s capital stock as of the Effective Date is set forth on Schedule A attac,"6,4,7,3,8","4. Non-Disclosure of Discussions. Subject to Section 5, Recipient agrees that, without the prior written consent of Provider, Recipient will not, and it will cause its Representatives not to, disclose to any other Person (i) that Evaluation Material has been provided to Recipient or Recipient’s Repr",6,ranking_failure_gold_beyond_top_k,
train::571::nda-4,Entailment,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,1,"Recipient shall, and shall direct its Representatives to, use the Evaluation Material solely for the purpose of evaluating and/or implementing a Possible Transaction, keep the Evaluation Material confidential, and, subject to Section 5, will not, and will direct its Representative not to, disclose a","16,6,3,5,8","13. No Representations or Warranties; No Obligation to Disclose. Recipient understands and acknowledges that neither Provider nor its Representatives makes any representation or warranty, express or implied, as to the accuracy or completeness of the Evaluation Material furnished by or on behalf of P",9,ranking_failure_gold_beyond_top_k,
train::572::nda-10,Entailment,Receiving Party shall not disclose the fact that Agreement was agreed or negotiated.,2,"“Confidential Information” means any information, technical data or know-how, software, data and analysis, including without limitation information relating to or including released or unreleased products and services, product development efforts, the marketing or promotion of any product, business ","5,4,15,9,8","The receiving party will not disclose, nor will it permit its Associates to disclose, any Confidential Information of the disclosing party to third parties except to those Associates of the receiving party who need to know the information for the purpose of helping the receiving party evaluate, purs",9,ranking_failure_gold_beyond_top_k,
train::572::nda-1,Contradiction,All Confidential Information shall be expressly identified by the Disclosing Party.,1,"“Confidential Information” means any information, technical data or know-how, software, data and analysis, including without limitation information relating to or including released or unreleased products and services, product development efforts, the marketing or promotion of any product, business ","3,1,5,15,8","The term “Confidential Information” shall be deemed to include those portions of any notes, analyses, summaries, compilations, studies, interpretations, memoranda or other documents (regardless of the form thereof) prepared by the receiving party or its Associates which contain or are based upon, in",11,ranking_failure_gold_beyond_top_k,
train::572::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,1,"The Company agrees that for a period of twelve (12) months following the date of this Agreement, it will not solicit and will not permit any of its Affiliates (in each case who is or becomes aware of the possible Transaction or is otherwise provided with Confidential Information) to solicit for empl","5,15,4,1,9","The receiving party will not disclose, nor will it permit its Associates to disclose, any Confidential Information of the disclosing party to third parties except to those Associates of the receiving party who need to know the information for the purpose of helping the receiving party evaluate, purs",14,ranking_failure_gold_beyond_top_k,
train::574::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,8,"(a) COMPANY agrees that XPLORE Information is and shall at all times remain the property of XPLORE.  No use of such XPLORE Information is permitted except as otherwise provided herein and no grant under any of XPLORE’s intellectual property rights is hereby given or intended, including any license (","1,10,2,23,18","2. Without the prior written consent of the other Party or except as otherwise provided herein, neither COMPANY nor XPLORE will: (i) distribute or disclose to any other person any of the other Party’s Information; (ii) permit any other person to have access to the other Party’s Information; (iii) us",8,ranking_failure_gold_beyond_top_k,
train::574::nda-2,Contradiction,Confidential Information shall only include technical information.,1,"In addition, the Parties agree that any trade secrets of the other Party which are identified (whether orally or in writing) by the disclosing Party as trade secrets and disclosed to such Party pursuant to this Agreement shall continue to be held confidentially by such Party pursuant to the terms of","7,5,8,6,1","(b) All written XPLORE Information shall be information which is or would generally be considered to be confidential and/or proprietary information, and any information disclosed orally or visually shall be considered confidential Information if it is information which is or would generally be consi",6,ranking_failure_gold_beyond_top_k,
train::574::nda-12,Entailment,Receiving Party may independently develop information similar to Confidential Information.,14,COMPANY  Information does not include information that XPLORE can clearly demonstrate falls within any of the following:  (iv) information that is independently acquired or developed by XPLORE that XPLORE can demonstrate was acquired or developed without reference to COMPANY’s Information; or  XPLOR,"18,2,1,5,16","11. Each of the Parties agrees that the Information shall not be exported directly or indirectly to any restricted or prohibited country without the prior written consent of the Bureau of Industry & Security of the U.S. Department of Commerce, where such consent is required to be obtained. Each Part",7,ranking_failure_gold_beyond_top_k,
train::574::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,8,"5. For a period of eighteen (18) months from the date hereof, neither COMPANY nor its subsidiaries will, directly or indirectly, solicit to hire or hire any  (i) officers of XPLORE,  (ii) management-level employees of XPLORE or its affiliates with whom COMPANY or its Representatives have had direct ","16,2,9,10,1","Each Party understands and agrees that (i) the other Party (a) shall be free to conduct the process for a Transaction as it in its sole discretion shall determine (including changing or terminating such process, providing any information to any other Person, negotiating with any other Person or ente",10,ranking_failure_gold_beyond_top_k,
train::574::nda-13,Entailment,Receiving Party may acquire information similar to Confidential Information from a third party.,15,"COMPANY  Information does not include information that XPLORE can clearly demonstrate falls within any of the following:  (iii) information that becomes legally available to XPLORE on a non-confidential basis from any third party, the disclosure of which to XPLORE does not, to XPLORE’s knowledge, vi","2,18,9,1,3","In addition, the Parties agree that any trade secrets of the other Party which are identified (whether orally or in writing) by the disclosing Party as trade secrets and disclosed to such Party pursuant to this Agreement shall continue to be held confidentially by such Party pursuant to the terms of",11,ranking_failure_gold_beyond_top_k,
train::576::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,2,"OCERA and COMPANY each acknowledges that all property rights in the other party’s Proprietary Information are owned by the other party, and that none of such rights are owned by the party to which such Proprietary Information is disclosed.  Each of the parties hereto further acknowledges that the ot","2,3,1,5,6","Each party hereto shall take reasonable and necessary measures to preserve the secrecy and confidentiality and avoid the unauthorized use or disclosure of the other party’s Proprietary Information, including, without limitation, taking such measures of protection as it takes to protect its own confi",6,ranking_failure_gold_beyond_top_k,
train::577::nda-2,Contradiction,Confidential Information shall only include technical information.,1,"As a condition to the Company’s furnishing to you and your representatives financial and other information which has not theretofore been made available to the public, you and your representatives agree to treat all such non-public information furnished to you and your representatives in writing or ","7,6,5,2,4","All the Confidential Evaluation Material will be and remains the property of the Company.
(7) The following information provided by the Company shall not be deemed Confidential Evaluation Material: (A) any information that is or becomes generally available to the public other than as a result of an ",9,ranking_failure_gold_beyond_top_k,
train::577::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"As a condition to the Company’s furnishing to you and your representatives financial and other information which has not theretofore been made available to the public, you and your representatives agree to treat all such non-public information furnished to you and your representatives in writing or ","7,3,4,2,1","All the Confidential Evaluation Material will be and remains the property of the Company.
(7) The following information provided by the Company shall not be deemed Confidential Evaluation Material: (A) any information that is or becomes generally available to the public other than as a result of an ",8,ranking_failure_gold_beyond_top_k,
train::579::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,1,This Agreement does not grant a Recipient or any of its Representatives any license to use the Provider’s Evaluation Material except as provided herein.,"2,5,6,15,4","The term Evaluation Material does not include information which (i) is or becomes generally available to the public other than as a result of a disclosure by the Recipient or its Representatives in breach of this Agreement, (ii) was within the Recipient’s possession prior to its being furnished to t",6,ranking_failure_gold_beyond_top_k,
train::579::nda-2,Contradiction,Confidential Information shall only include technical information.,1,"(a) The term “Evaluation Material” means information concerning the Provider which has been or is furnished to the Recipient or its Representatives (as defined below) in connection with the Recipient’s evaluation of a Possible Transaction, including its business, financial condition, operations, ass","2,6,5,15,3","The term Evaluation Material does not include information which (i) is or becomes generally available to the public other than as a result of a disclosure by the Recipient or its Representatives in breach of this Agreement, (ii) was within the Recipient’s possession prior to its being furnished to t",12,ranking_failure_gold_beyond_top_k,
train::581::nda-19,Entailment,Some obligations of Agreement may survive termination of Agreement.,3,"This Agreement, subject to the terms and conditions imposed on the removal of Confidential Information under Paragraph 6, sets forth the entire agreement between the Parties with respect to the subject matter hereof, and it may not be modified or amended except by a written agreement executed by the","13,14,10,15,3","15. Severability. If any provision of this Agreement is declared to be invalid, void or unenforceable, (a) the remaining provisions of this Agreement shall continue in full force and effect, and (b) the invalid or unenforceable provision shall be replaced by mutual agreement of the Parties in writin",9,ranking_failure_gold_beyond_top_k,
train::581::nda-12,Entailment,Receiving Party may independently develop information similar to Confidential Information.,1,The confidentiality and non-use provisions of this Agreement shall not include information that the Receiving Party is able to demonstrate by competent proof:,"3,7,9,8,5","(c) “Receiving Party” Shall mean the Party receiving disclosure of the Confidential Information.
 (d) It is specifically understood and agreed that Confidential Information shall include the existence of this Agreement and its terms and the fact that the Parties are discussing and evaluating the Bus",11,ranking_failure_gold_beyond_top_k,
train::581::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"WHEREAS the Parties recognize that in the course of their discussions to further the Business Purpose, it may become necessary for either NEW RIVER or SHIRE or both Parties to disclose Confidential Information (as defined below) to a Receiving Party, whether orally, in writing, graphically, electron","5,8,3,2,9","(a) Subject to the restrictions set forth below in this Section 4, each Party may disclose the other Party’s Confidential Information to its directors, officers, employees, legal advisors, financial advisors and accountants, each bound by obligations of confidentiality consistent with this Agreement",13,ranking_failure_gold_beyond_top_k,
train::583::nda-12,Entailment,Receiving Party may independently develop information similar to Confidential Information.,2,"(v) is independently developed by the receiving party or any of its Representatives without use of Evaluation Material and can be proved by competent evidence,  The term ""Evaluation Material"" does not include information which ","4,8,7,5,6","Each party hereby agrees that it and its Representatives shall use the other's Evaluation Material solely for the purposes of evaluating a possible Transaction between the parties and, if the parties determine to proceed with a Transaction, the negotiation, execution and performance of a definitive ",6,ranking_failure_gold_beyond_top_k,
train::583::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"The term ""Evaluation Material"" also shall be deemed to include all notes, analyses, compilations, studies, interpretations or other documents (whether in paper, electronic or any other form) prepared by each or its Representatives which contain, reflect or are based upon, in whole or in part, the in","7,5,6,2,4","If, in the absence of a protective order or other remedy or the receipt of a waiver by such other party, the party requested or required to make the disclosure or any of its Representatives are nonetheless, in the opinion of counsel, legally compelled to disclose the other party's Evaluation Materia",10,ranking_failure_gold_beyond_top_k,
train::583::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,1,"During the term of this Agreement, neither party shall, without the prior written consent of the other party, directly or indirectly solicit the employment of any employee of such other party, unless such employee seeks employment on an unsolicited basis or in response to general solicitations or ad","4,5,8,7,6","Each party hereby agrees that it and its Representatives shall use the other's Evaluation Material solely for the purposes of evaluating a possible Transaction between the parties and, if the parties determine to proceed with a Transaction, the negotiation, execution and performance of a definitive ",9,ranking_failure_gold_beyond_top_k,
train::583::nda-13,Entailment,Receiving Party may acquire information similar to Confidential Information from a third party.,2,"The term ""Evaluation Material"" does not include information which  (iii) is or becomes available to the receiving party on a non-confidential basis from a source other than the disclosing party or any of its Representatives, provided that such source was not known by the receiving party to be bound ","6,7,5,4,8","In the event that a party or its Representatives are requested or required (by oral questions, interrogatories, requests for information or documents in legal proceedings, subpoena, civil investigative demand or other similar process) to disclose any of the other party's Evaluation Material, the par",6,ranking_failure_gold_beyond_top_k,
train::587::nda-7,Contradiction,"Receiving Party may share some Confidential Information with some third-parties (including consultants, agents and professional advisors).",2,"(i) disclose or transfer any Proprietary Information to any Person other than the Company or  Except as may otherwise be required by law, Kennedy agrees not to, without the Company’s prior written consent, ","9,8,3,14,5","3. Other Agreements; Indemnification. Kennedy hereby represents that, except as he has disclosed in writing to Company, Kennedy is not bound by the terms of any agreement with any previous employer or other party to refrain from (i) competing, directly or indirectly, with the business of such previo",8,ranking_failure_gold_beyond_top_k,
train::588::nda-12,Entailment,Receiving Party may independently develop information similar to Confidential Information.,2,The term “Evaluation Material” does not include information which  (iv) is independently developed by Vector without the use of any Evaluation Material and without any other violation of this agreement.,"6,5,3,8,4","If, in the absence of any protective order or other remedy or the receipt of a waiver by the Other Party, the Disclosure Party or any of its Representatives determines in good faith, after consultation with the Disclosure Party’s outside counsel or such Representative’s counsel, as applicable, that ",7,ranking_failure_gold_beyond_top_k,
train::588::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"As a condition to such information being made available to Vector and Vector’s potential financing sources and its and their respective directors, officers, employees, agents or advisors (including, without limitation, attorneys, accountants, consultants, bankers and financial advisors) (collectivel","6,5,3,8,2","If, in the absence of any protective order or other remedy or the receipt of a waiver by the Other Party, the Disclosure Party or any of its Representatives determines in good faith, after consultation with the Disclosure Party’s outside counsel or such Representative’s counsel, as applicable, that ",7,ranking_failure_gold_beyond_top_k,
train::588::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,3,"(a) any officers or other senior key employees of Captaris or any of its business units so long as they are employed by the Captaris or its business units, without obtaining the prior written consent of Captaris, and  (b) any of the other employees of Captaris or any of its business units with whom ","4,6,14,3,16","In addition, except as required by law or any rule of any self-regulatory organization, each of Captaris and Vector agrees that, without the prior written consent of the other party, it and its Representatives will not disclose to any other person the fact that the Evaluation Material has been excha",7,ranking_failure_gold_beyond_top_k,
train::588::nda-13,Entailment,Receiving Party may acquire information similar to Confidential Information from a third party.,2,"The term “Evaluation Material” does not include information which  (iii) becomes available to Vector on a nonconfidential basis from a source other than Captaris or any of its Representatives, provided that such source was not known by Vector to be bound by a confidentiality agreement with or other ","6,5,3,8,4","If, in the absence of any protective order or other remedy or the receipt of a waiver by the Other Party, the Disclosure Party or any of its Representatives determines in good faith, after consultation with the Disclosure Party’s outside counsel or such Representative’s counsel, as applicable, that ",6,ranking_failure_gold_beyond_top_k,
train::589::nda-19,Contradiction,Some obligations of Agreement may survive termination of Agreement.,1,"14. Except as otherwise provided in paragraph 8 above, this Agreement and all obligations of the parties hereunder, notwithstanding anything to the contrary that may be contained herein, shall terminate one (1) year from the date of this Agreement.","9,7,4,6,10","9. The Parties hereby acknowledge that in the event that any provision or portion of this letter agreement is determined to be invalid, illegal or unenforceable for any reason, in whole or in part, the remaining provisions of this Agreement shall be unaffected thereby and shall remain in full force ",10,ranking_failure_gold_beyond_top_k,
train::593::nda-1,Contradiction,All Confidential Information shall be expressly identified by the Disclosing Party.,1,"As used in this Agreement, the term “Evaluation Material” means all information concerning the Company (whether furnished on or after the date hereof, whether prepared by the Company, its Representatives or otherwise, whether or not marked as being confidential, and irrespective of the form of commu","4,7,27,19,11","You and your Representatives shall use the Evaluation Material solely for the purpose of considering, evaluating and negotiating a Transaction, shall not use any of the Evaluation Material for any other purpose, shall keep the Evaluation Material strictly confidential, and, except as provided in thi",19,ranking_failure_gold_beyond_top_k,
train::593::nda-19,Entailment,Some obligations of Agreement may survive termination of Agreement.,2,"Notwithstanding the return or destruction of the Evaluation Material, you and your Representatives shall continue to be bound by your and their confidentiality obligations hereunder. This Agreement, and the parties’ respective rights and obligations hereunder, shall terminate on the second anniversa","19,12,27,23,7","The parties hereto agree that unless and until a definitive agreement between them with respect to a Transaction has been executed and delivered by them and any such other parties, with the intention of being legally binding as aforesaid, neither party nor any of their respective affiliates shall be",9,ranking_failure_gold_beyond_top_k,
train::593::nda-3,Entailment,Confidential Information may include verbally conveyed information.,1,"As used in this Agreement, the term “Evaluation Material” means all information concerning the Company (whether furnished on or after the date hereof, whether prepared by the Company, its Representatives or otherwise, whether or not marked as being confidential, and irrespective of the form of commu","3,7,5,22,4","The term “Evaluation Material” does not include information that (a) has become generally known to the public other than as a result of a disclosure by you or your Representatives in breach of this Agreement, (b) was within your possession prior to it being furnished to you by or on behalf of the Co",6,ranking_failure_gold_beyond_top_k,
train::593::nda-8,Entailment,"Receiving Party shall notify Disclosing Party in case Receiving Party is required by law, regulation or judicial process to disclose any Confidential Information.",1,"If you or any of your Representatives are required, requested or compelled in any judicial, governmental, administrative or other legal proceeding, or pursuant to subpoena, civil investigative demand or other compulsory process to disclose any Evaluation Material or any Transaction Information, you ","7,19,22,4,3","It in the absence of a protective order or other remedy or the receipt of a waiver by the Company, you or any of your Representatives determine, after consultation with and upon the advice of legal counsel, that you or any such Representative are legally compelled to disclose Evaluation Material or ",9,ranking_failure_gold_beyond_top_k,
train::594::nda-18,Entailment,Receiving Party shall not solicit some of Disclosing Party's representatives.,1,"In consideration of the Evaluation Material being furnished to you, you agree that for a period of two years from the date hereof, you will not, directly or indirectly, solicit for employment or employ any of the employees of the Seller while such employees remain employed by the Seller or its affil","6,15,4,10,11","If, in the absence of a protective order or other remedy or the receipt of a waiver, such first party or any of its Representatives are nonetheless legally compelled by any requirement described in the first sentence of this Section 4 to disclose the Evaluation Material to such third party, such par",6,ranking_failure_gold_beyond_top_k,
train::594::nda-17,Entailment,Receiving Party may create a copy of some Confidential Information in some circumstances.,1,You shall not make more copies of the Evaluation Material than are reasonably necessary to perform the Evaluation.,"6,12,7,5,2","If, in the absence of a protective order or other remedy or the receipt of a waiver, such first party or any of its Representatives are nonetheless legally compelled by any requirement described in the first sentence of this Section 4 to disclose the Evaluation Material to such third party, such par",6,ranking_failure_gold_beyond_top_k,
train::594::nda-4,Entailment,Receiving Party shall not use any Confidential Information for any purpose other than the purposes stated in Agreement.,1,"You agree that you and your Representatives will use the Evaluation Material solely for the purpose of proposing, evaluating, negotiating and consummating a Possible Transaction in accordance with the terms of this Agreement (the “Evaluation”) and that any other use of the Evaluation Material will c","4,11,10,2,6","3. Non-Disclosure of Possible Transaction. Except as set forth elsewhere in this Agreement, each of the parties hereby acknowledges and agrees that, without the other party’s prior written consent, it will not disclose to any third party the existence of this Agreement, the fact that any Evaluation ",7,ranking_failure_gold_beyond_top_k,
train::602::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,1,"Except as may otherwise set forth in a written agreement between the parties relating to the Transaction, all Confidential Information (including tangible copies and computerized or electronic versions thereof and also all Confidential Information contained in all deliverables and work papers), incl","3,4,1,2,18",2. Exclusions from Definition. The term “Confidential Information” as used herein does not include any data or information which the receiving Party can demonstrate: (a) is already known to the receiving Party on a nonproprietary basis at the time it is disclosed to the receiving Party; (b) is or be,15,ranking_failure_gold_beyond_top_k,
train::604::nda-15,Entailment,Agreement shall not grant Receiving Party any right to Confidential Information.,1,All Evaluation Material shall remain the property of the disclosing party and the receiving party agrees not to assert any claim of title or ownership in the disclosing party’s Evaluation Material or any portion thereof. ,"4,10,9,7,3","Each party understands and agrees that it will be disclosing to the other party and/or its Representatives under this Agreement (i) information solely for the purpose of enabling the receiving party and its Representatives to evaluate a Transaction, and reasonably believes that such disclosure will ",7,ranking_failure_gold_beyond_top_k,
